'time', 'CO2'
2827.26, 8.644313
2827.76, 8.670399
2828.26, 8.684012
2828.76, 8.765383
2829.26, 8.699315
2829.76, 8.728968
2830.26, 8.724020
2830.76, 8.759390
2831.26, 8.857475
2831.76, 8.737696
2832.26, 8.669817
2832.76, 8.789536
2833.26, 8.908055
2833.76, 8.803915
2834.26, 8.846106
2834.76, 8.740523
2835.26, 8.922560
2835.76, 8.896533
2836.26, 8.837871
2836.76, 8.965671
2837.26, 8.944497
2837.76, 8.921636
2838.26, 8.948031
2838.76, 8.930946
2839.26, 8.926491
2839.76, 9.007001
2840.26, 8.971326
2840.76, 8.968466
2841.26, 8.955191
2841.76, 9.011301
2842.26, 9.059791
2842.76, 9.008323
2843.26, 9.022242
2843.76, 9.110678
2844.26, 9.083974
2844.76, 9.277043
2845.26, 9.051648
2845.76, 9.110155
2846.26, 9.101430
2846.76, 9.024392
2847.26, 9.076847
2847.76, 9.141991
2848.26, 9.039695
2848.76, 9.159996
2849.26, 9.203295
2849.76, 9.185655
2850.26, 9.159598
2850.76, 9.141100
2851.26, 9.289210
2851.76, 9.216231
2852.26, 9.171673
2852.76, 9.188206
2853.26, 9.218536
2853.76, 9.228339
2854.26, 9.195705
2854.76, 9.158523
2855.26, 9.179941
2855.76, 9.340435
2856.26, 9.267240
2856.76, 9.273999
2857.26, 9.217398
2857.76, 9.172935
2858.26, 9.187591
2858.76, 9.345198
2859.26, 9.215554
2859.76, 9.434157
2860.26, 9.461660
2860.76, 9.334106
2861.26, 9.321907
2861.76, 9.332108
2862.26, 9.368184
2862.76, 9.430593
2863.26, 9.428256
2863.76, 9.446879
2864.26, 9.439933
2864.76, 9.523392
2865.26, 9.427335
2865.76, 9.476532
2866.26, 9.460401
2866.76, 9.415566
2867.26, 9.481296
2867.76, 9.479941
2868.26, 9.377034
2868.76, 9.410527
2869.26, 9.621539
2869.76, 9.537590
2870.26, 9.543642
2870.76, 9.569239
2871.26, 9.547761
2871.76, 9.590351
2872.26, 9.560514
2872.76, 9.573203
2873.26, 9.590042
2873.76, 9.665328
2874.26, 9.565060
2874.76, 9.658966
2875.26, 9.586879
2875.76, 9.581931
2876.26, 9.679187
2876.76, 9.568410
2877.26, 9.516754
2877.76, 9.553722
2878.26, 9.733914
2878.76, 9.631894
2879.26, 9.621969
2879.76, 9.642989
2880.26, 9.680046
2880.76, 9.528033
2881.26, 9.650978
2881.76, 9.668461
2882.26, 9.636874
2882.76, 9.712466
2883.26, 9.682751
2883.76, 9.633492
2884.26, 9.714495
2884.76, 9.709301
2885.26, 9.839589
2885.76, 9.785290
2886.26, 9.788364
2886.76, 9.754871
2887.26, 9.797983
2887.76, 9.730810
2888.26, 9.707394
2888.76, 9.797184
2889.26, 9.673073
2889.76, 9.768544
2890.26, 9.795340
2890.76, 9.787690
2891.26, 9.751643
2891.76, 9.781052
2892.26, 9.791129
2892.76, 9.859133
2893.26, 9.727306
2893.76, 9.921480
2894.26, 9.721931
2894.76, 9.790422
2895.26, 9.781635
2895.76, 9.853817
2896.26, 9.850559
2896.76, 9.889308
2897.26, 9.895361
2897.76, 9.854156
2898.26, 9.790945
2898.76, 9.777210
2899.26, 9.909865
2899.76, 9.830555
2900.26, 9.856828
2900.76, 9.991266
2901.26, 9.835841
2901.76, 9.898405
2902.26, 9.804775
2902.76, 9.739999
2903.26, 9.944097
2903.76, 9.881041
2904.26, 9.784064
2904.76, 9.901784
